_id,id,name,epochUnixTime,mjday,mjfrac,dist,az,el
"""643d8a2410983e0011f353d8""",2,PuertollanoSR,1681159858.0589442,60044,75058.058944,1433.1600935450256,223.09359850010117,17.74047981248796
"""643d8a2410983e0011f353d9""",2,PuertollanoSR,1681160098.0589437,60044,75298.058944,1417.4784230391367,306.2553675462638,18.107041465347177
"""643d8a2410983e0011f353da""",2,PuertollanoSR,1681159978.0589442,60044,75178.058944,1114.3149784612538,264.390683989844,23.183438842676765
"""643d8a2410983e0011f353db""",2,PuertollanoSR,1681159878.0589442,60044,75078.058944,1344.8769929955383,228.2281720202807,18.96668465000096
"""643d8a2410983e0011f353dc""",2,PuertollanoSR,1681160118.0589442,60044,75318.058944,1513.085766303908,310.82961946641956,16.933228259774587
"""643d8a2410983e0011f353dd""",2,PuertollanoSR,1681159868.0589437,60044,75068.058944,1387.7457385769223,225.5724496177085,18.350752133976954
"""643d8a2410983e0011f353de""",2,PuertollanoSR,1681160108.0589442,60044,75308.058944,1464.2206062856608,308.6222730017508,17.51350323063941
"""643d8a2410983e0011f353df""",2,PuertollanoSR,1681159938.0589437,60044,75138.058944,1156.0836802584347,248.114169787577,22.267796166747498
"""643d8a2410983e0011f353e1""",2,PuertollanoSR,1681159908.0589442,60044,75108.058944,1234.1562873774628,237.32540912570215,20.769049874245756
"""643d8a2410983e0011f353e3""",2,PuertollanoSR,1681160028.0589437,60044,75228.058944,1170.59409848874,284.58775848187383,22.05414120728676
"""643d8a2410983e0011f353e4""",2,PuertollanoSR,1681159928.0589442,60044,75128.058944,1178.0213802822163,244.3427448958429,21.823980213276137
"""643d8a2410983e0011f353e6""",2,PuertollanoSR,1681159918.0589437,60044,75118.058944,1204.1341862738936,240.74193026282165,21.31968915507469
"""643d8a2410983e0011f353e8""",2,PuertollanoSR,1681159998.0589442,60044,75198.058944,1122.5980906901568,92.728675346639,23.02090950755275
"""643d8a2410983e0011f353e9""",2,PuertollanoSR,1681159958.0589442,60044,75158.058944,1125.6642819381375,256.0790015807501,22.919306211754435
"""643d8a2410983e0011f353eb""",2,PuertollanoSR,1681160078.0589437,60044,75278.058944,1331.2826536544135,301.0029892584794,19.31422469506231
"""643d8a2410983e0011f353ec""",2,PuertollanoSR,1681159948.0589442,60044,75148.058944,1138.5626953753667,252.0355105331468,22.63716390658836
"""643d8a2410983e0011f353ee""",2,PuertollanoSR,1681159968.0589437,60044,75168.058944,1117.5474501480842,260.2104559353163,23.103765512234027
"""643d8a2410983e0011f353f0""",2,PuertollanoSR,1681160048.0589442,60044,75248.058944,1224.0854835482355,291.72039100947023,21.06046916578707
"""643d8a2410983e0011f353f1""",2,PuertollanoSR,1681160008.0589437,60044,75208.058944,1133.9993887560424,276.8036373463455,22.785881461350943
"""643d8a2410983e0011f353f2""",2,PuertollanoSR,1681159848.0589437,60044,75048.058944,1480.8821913841155,220.78202112260544,17.141365937686725
"""643d8a2410983e0011f353f4""",2,PuertollanoSR,1681159988.0589437,60044,75188.058944,1116.0069457014054,268.5775875340646,23.15533624751333
"""643d8a2410983e0011f353f6""",2,PuertollanoSR,1681160018.0589442,60044,75218.058944,1150.0636144050375,280.7665985407215,22.459613283322458
"""643d8a2410983e0011f353f8""",2,PuertollanoSR,1681160088.0589442,60044,75288.058944,1373.0846623391506,303.71868450395414,18.709282948394968
"""643d8a2410983e0011f353f9""",2,PuertollanoSR,1681160058.0589437,60044,75258.058944,1256.5057012191583,295.00699815618685,20.50001018571245
"""643d8a2410983e0011f353fa""",2,PuertollanoSR,1681159898.0589437,60044,75098.058944,1267.8086116557308,234.10045903958516,20.185500171525238
"""643d8a2410983e0011f353fc""",2,PuertollanoSR,1681160068.0589442,60044,75268.058944,1292.3320114245655,298.10074598113573,19.914247107763273
"""643d8a2410983e0011f353fe""",2,PuertollanoSR,1681160038.0589442,60044,75238.058944,1195.355522256239,288.24427240262384,21.583065124361884
"""643d8a2410983e0011f353ff""",2,PuertollanoSR,1681159888.0589442,60044,75088.058944,1304.8083990285866,231.06889723279602,19.58119855143526
