_id,id,name,epochUnixTime,mjday,mjfrac,dist,az,el
"""643d8a2510983e0011f35403""",15,DGER_Station,1681200598.0589437,60045,29398.058944,531.8688411982934,50.739991411048436,55.57607360478714
"""643d8a2510983e0011f35411""",15,DGER_Station,1681200608.0589442,60045,29408.058944,503.18427830780934,61.654344246686605,60.40268250738345
"""643d8a2510983e0011f35416""",15,DGER_Station,1681200588.0589442,60045,29388.058944,568.971904649383,43.19509879231737,50.6545989796757
"""643d8a2510983e0011f35424""",15,DGER_Station,1681200618.0589442,60045,29418.058944,484.4247870910435,77.30875032945198,64.32555261018409
"""643d8a2510983e0011f3544b""",15,DGER_Station,1681200648.0589437,60045,29448.058944,496.1122994399461,135.9180517775122,61.68128049877107
"""643d8a2510983e0011f3544f""",15,DGER_Station,1681200628.0589437,60045,29428.058944,476.7707771582574,97.61516512861918,66.16806564443849
"""643d8a2510983e0011f35459""",15,DGER_Station,1681200658.0589442,60045,29458.058944,521.8316492052568,148.1149981199397,56.99516167632467
"""643d8a2510983e0011f3545e""",15,DGER_Station,1681200638.0589442,60045,29438.058944,480.7587835362239,118.72575370500542,65.13217874018017
"""643d8a2510983e0011f3546c""",15,DGER_Station,1681200668.0589437,60045,29468.058944,556.4825189092651,156.5179668524553,52.02020330670766

