_id,id,name,epochUnixTime,mjday,mjfrac,dist,az,el
"""643d8a2410983e0011f353e0""",6,IPEV_BA_Concordia,1681163388.0589442,60044,78588.058944,464.3314264485445,288.7621798482767,75.6473595324051
"""643d8a2410983e0011f353ea""",6,IPEV_BA_Concordia,1681163398.0589437,60044,78598.058944,465.3576330761023,324.5628761183334,75.22344150872453
"""643d8a2410983e0011f353f5""",6,IPEV_BA_Concordia,1681163368.0589442,60044,78568.058944,496.78808712417606,246.56504949117374,65.32061452993324
"""643d8a2410983e0011f353f7""",6,IPEV_BA_Concordia,1681163408.0589442,60044,78608.058944,478.0626800185146,349.5987254314971,70.53650382186555
"""643d8a2410983e0011f353fb""",6,IPEV_BA_Concordia,1681163378.0589437,60044,78578.058944,475.0617783933245,261.38908414606595,71.44743710226182
"""643d8a2410983e0011f353fd""",6,IPEV_BA_Concordia,1681163418.0589437,60044,78618.058944,501.5566151699236,2.99518631052689,64.31138155668526
"""643d8a2510983e0011f354ad""",6,IPEV_BA_Concordia,1681219668.0589442,60045,48468.058944,488.7732892039474,282.9126829460742,66.95313885430956
"""643d8a2510983e0011f354b8""",6,IPEV_BA_Concordia,1681219688.0589437,60045,48488.058944,475.06406481564375,235.1077183632359,70.85633728432511
"""643d8a2510983e0011f354bb""",6,IPEV_BA_Concordia,1681219678.0589442,60045,48478.058944,476.23584712518544,261.58511156287767,70.52411723568378
"""643d8a2510983e0011f354c1""",6,IPEV_BA_Concordia,1681219698.0589442,60045,48498.058944,485.34290002289396,212.4179078523457,67.74707052429568
"""643d8a2510983e0011f354c6""",6,IPEV_BA_Concordia,1681219708.0589437,60045,48508.058944,506.37676553766516,197.33993297981704,62.71984013420616

