_id,id,name,epochUnixTime,mjday,mjfrac,dist,az,el
"""643d8a2510983e0011f35401""",20,Moscow,1681194848.0589442,60045,23648.058944,463.6948807594001,260.5362987772472,70.76616179874046
"""643d8a2510983e0011f35414""",20,Moscow,1681194888.0589442,60045,23688.058944,587.624605585052,217.70464213325292,48.771300730559716
"""643d8a2510983e0011f35435""",20,Moscow,1681194828.0589442,60045,23628.058944,465.74320351801686,316.1968272038305,70.17813399627755
"""643d8a2510983e0011f35443""",20,Moscow,1681194788.0589437,60045,23588.058944,595.5392113828975,355.997734838715,48.10998513637938
"""643d8a2510983e0011f3544d""",20,Moscow,1681194878.0589437,60045,23678.058944,544.0278694495149,222.394309990713,54.12112928066889
"""643d8a2510983e0011f35451""",20,Moscow,1681194818.0589442,60045,23618.058944,484.376853249654,334.19920787254875,65.05183133389458
"""643d8a2510983e0011f35456""",20,Moscow,1681194808.0589437,60045,23608.058944,513.3087284995869,344.91488096650926,59.116575328593136
"""643d8a2510983e0011f3545b""",20,Moscow,1681194838.0589437,60045,23638.058944,458.6711344786448,288.8701531803545,72.5897974283838
"""643d8a2510983e0011f35460""",20,Moscow,1681194798.0589442,60045,23598.058944,550.9120700203534,351.57476377129245,53.34523214716161
"""643d8a2510983e0011f35469""",20,Moscow,1681194868.0589442,60045,23668.058944,507.74545039716924,229.5241662318061,59.97464512867793
"""643d8a2510983e0011f3546e""",20,Moscow,1681194858.0589437,60045,23658.058944,480.4384449200392,241.10622374312496,65.89198100523905
"""643d8a2510983e0011f354e8""",20,Moscow,1681232948.0589442,60045,61748.058944,537.9795369482928,323.589831273951,54.64240528066212
"""643d8a2510983e0011f354ee""",20,Moscow,1681232928.0589437,60045,61728.058944,473.6702402997462,305.34817434506044,66.9473643951979
"""643d8a2510983e0011f354f4""",20,Moscow,1681232918.0589442,60045,61718.058944,456.64626069592464,285.11857039516735,72.2125475961305
"""643d8a2510983e0011f354fa""",20,Moscow,1681232908.0589437,60045,61708.058944,451.4695675236653,253.82040962575866,74.18220022312642
"""643d8a2510983e0011f35500""",20,Moscow,1681232938.0589442,60045,61738.058944,501.3297051982185,316.7625295347297,60.71032122129159
"""643d8a2510983e0011f35518""",20,Moscow,1681232958.0589437,60045,61758.058944,581.9156992660189,328.02413035136607,49.155184628376865
"""643d8a2510983e0011f35543""",20,Moscow,1681232898.0589442,60045,61698.058944,458.5470037103608,224.1020715888908,71.40011293881767
"""643d8a2510983e0011f35549""",20,Moscow,1681232878.0589442,60045,61678.058944,506.54146984413757,195.53135978276785,59.50286395434446
"""643d8a2510983e0011f3554f""",20,Moscow,1681232868.0589437,60045,61668.058944,544.4864609287149,189.25775632417887,53.49049844479061
"""643d8a2510983e0011f35555""",20,Moscow,1681232858.0589442,60045,61658.058944,589.4863970003832,185.12760867302356,48.09442462814773
"""643d8a2510983e0011f3555b""",20,Moscow,1681232888.0589437,60045,61688.058944,477.3375424979527,205.861635968296,65.79491720602654

