_id,id,name,epochUnixTime,mjday,mjfrac,dist,az,el
"""643d8a2510983e0011f354ac""",26,Xinjiang_point,1681221528.0589442,60045,50328.058944,588.4093891797232,306.601917688124,47.70558582840197
"""643d8a2510983e0011f354af""",26,Xinjiang_point,1681221458.0589442,60045,50258.058944,559.7726726379206,219.95071702341292,50.73329892053347
"""643d8a2510983e0011f354b5""",26,Xinjiang_point,1681221468.0589437,60045,50268.058944,533.3415486844374,230.38649005869385,54.231376998088344
"""643d8a2510983e0011f354b7""",26,Xinjiang_point,1681221508.0589442,60045,50308.058944,529.9844024404321,287.25270394298883,54.83639608861401
"""643d8a2510983e0011f354ba""",26,Xinjiang_point,1681221498.0589442,60045,50298.058944,514.7661298989032,273.7371915032204,57.176908454442014
"""643d8a2510983e0011f354bd""",26,Xinjiang_point,1681221518.0589437,60045,50318.058944,554.9475441366961,298.16827095929557,51.48236290558768
"""643d8a2510983e0011f354c0""",26,Xinjiang_point,1681221488.0589437,60045,50288.058944,510.1724260558819,258.5021924978337,57.91667412111584
"""643d8a2510983e0011f354c3""",26,Xinjiang_point,1681221478.0589442,60045,50278.058944,516.4922318566537,243.45816064125125,56.829895311065

