CIC_MEM_VERS	=	2		
CREATION_DATE	=	2012-06-26T10:13:56.0		
ORIGINATOR	=	CNES	-	DCT/TV/EL

META_START				

OBJECT_NAME	=	CIC		

USER_DEFINED_PROTOCOL	=	CIC		
USER_DEFINED_CONTENT	=	BATTERY_VOLTAGE		
TIME_SYSTEM	=	UTC		

META_STOP				

57578	0	31.5161		
57578	0.000999928	31.5161		
57578	0.010999918	31.5161
57578	0.111000061	31.516
57578	1.111000061	31.5158
57578	10	31.514
57578	10.00099993	31.514
57578	10.01099992	31.514
57578	10.11100006	31.514
57578	11.11100006	31.5138
57578	20	31.512
57578	20.00099993	31.512
57578	20.01099992	31.512
57578	20.11100006	31.512
57578	21.11100006	31.5118
57578	30	31.51
57578	30.00099993	31.51
57578	30.01099992	31.51
57578	30.11100006	31.51
57578	31.11100006	31.5098
57578	40	31.508
57578	40.00099993	31.508
57578	40.01099992	31.508
57578	40.11100006	31.5079
57578	41.11100006	31.5077
57578	50	31.5059
57578	50.00099993	31.5059
57578	50.01099992	31.5059
57578	50.11100006	31.5059
57578	51.11100006	31.5057
57578	60	31.5039
57578	60.00099993	31.5039
57578	60.01099992	31.5039
57578	60.11100006	31.5039
57578	61.11100006	31.5037
57578	70	31.5019
57578	70.00099993	31.5019
57578	70.01099992	31.5019
57578	70.11100006	31.5018
57578	71.11100006	31.5016
57578	80	31.4998
57578	80.00099993	31.4998
57578	80.01099992	31.4998
57578	80.11100006	31.4998
57578	81.11100006	31.4996
57578	90	31.4978
57578	90.00099993	31.4978
57578	90.01099992	31.4978
57578	90.11100006	31.4978
57578	91.11100006	31.4976
57578	100	31.4957
57578	100.0009999	31.4957
57578	100.0109999	31.4957
57578	100.1110001	31.4957
57578	101.1110001	31.4955
57578	110	31.4937
57578	110.0009999	31.4937
57578	110.0109999	31.4937
57578	110.1110001	31.4937
57578	111.1110001	31.4935
57578	120	31.4917
57578	120.0009999	31.4917
57578	120.0109999	31.4917
57578	120.1110001	31.4916
57578	121.1110001	31.4914
57578	130	31.4896
57578	130.0009999	31.4896
57578	130.0109999	31.4896
57578	130.1110001	31.4896
57578	131.1110001	31.4894
57578	140	31.4876
57578	140.0009999	31.4876
57578	140.0109999	31.4876
57578	140.1110001	31.4876
57578	141.1110001	31.4873
57578	150	31.4855
57578	150.0009999	31.4855
57578	150.0109999	31.4855
57578	150.1110001	31.4855
57578	151.1110001	31.4853
57578	160	31.4835
57578	160.0009999	31.4835
57578	160.0109999	31.4835
57578	160.1110001	31.4835
57578	161.1110001	31.4833
57578	170	31.4814
57578	170.0009999	31.4814
57578	170.0109999	31.4814
57578	170.1110001	31.4814
57578	171.1110001	31.4812
57578	180	31.4794
57578	180.0009999	31.4794
57578	180.0109999	31.4794
57578	180.1110001	31.4794
57578	181.1110001	31.4791
57578	190	31.4773
57578	190.0009999	31.4773
57578	190.0109999	31.4773
57578	190.1110001	31.4773
57578	191.1110001	31.4771
57578	200	31.4753
57578	200.0009999	31.4753
57578	200.0109999	31.4753
57578	200.1110001	31.4752
57578	201.1110001	31.475
57578	210	31.4732
57578	210.0009999	31.4732
57578	210.0109999	31.4732
57578	210.1110001	31.4732
57578	211.1110001	31.473
57578	220	31.4711
57578	220.0009999	31.4711
57578	220.0109999	31.4711
57578	220.1110001	31.4711
57578	221.1110001	31.4709
57578	230	31.4691
57578	230.0009999	31.4691
57578	230.0109999	31.4691
57578	230.1110001	31.4691
57578	231.1110001	31.4689
57578	240	31.467
57578	240.0009999	31.467
57578	240.0109999	31.467
57578	240.1110001	31.467
57578	241.1110001	31.4668
57578	250	31.465
57578	250.0009999	31.465
57578	250.0109999	31.465
57578	250.1110001	31.4649
57578	251.1110001	31.4647
57578	260	31.4629
57578	260.0009999	31.4629
57578	260.0109999	31.4629
57578	260.1110001	31.4629
57578	261.1110001	31.4627
57578	270	31.4608
57578	270.0009999	31.4608
57578	270.0109999	31.4608
57578	270.1110001	31.4608
57578	271.1110001	31.4606
57578	280	31.4588
57578	280.0009999	31.4588
